Id. Biblioth�que actuelle;ppn;ID Localisation;Desc Cote Principale;count
LASH;051478455;SL1;034 QSJ 148;0
LASH;002295962;SL1;034 QSJ 1457;0
LASH;000683671;SL1;034 QSJ 1464;0
LASH;061288675;SL1;034 QSJ 1475;0
LASH;002296306;SL1;034 QSJ 1489;0
LASH;000174807;SL1;034 QSJ 1485;0
LASH;000174807;SL1;034 QSJ 1485;0
LASH;002296268;SL1;034 QSJ 1486;0
LASH;003483703;SL1;034 QSJ 1481;0
LASH;002296233;SL1;034 QSJ 1483;0
LASH;00229625X;SL1;034 QSJ 1485;0
LASH;059362561;SL1;034 QSJ 149;26
LASH;003352358;SL1;034 QSJ 1588;49
LASH;002296381;SL1;034 QSJ 1497;29
LASH;002296381;SL1;034 QSJ 1497;29
LASH;002296411;SL1;034 QSJ 1500;47
LASH;069452180;SL1;034 QSJ 1504;53
LASH;069452180;SL1;034 QSJ 1504;53
LASH;00009627X;SL1;034 QSJ 1506;12
LASH;002527081;SL1;034 QSJ 1506;28
LASH;084306742;SL1;034 QSJ 1514;101
LASH;002296446;SL1;034 QSJ 1503;44
LASH;069452180;SL1;034 QSJ 1504;53
LASH;002296411;SL1;034 QSJ 1500;47
LASH;084306742;SL1;034 QSJ 1514;101
LASH;078163617;SL1;034 QSJ 1512;80
LASH;003400328;SL1;034 QSJ 1513;50
LASH;078163617;SL1;034 QSJ 1512;80
LASH;003400328;SL1;034 QSJ 1513;50
LASH;024680605;SL1;034 QSJ 152;12
LASH;002296616;SL1;034 QSJ 1521;21
LASH;071003983;SL1;034 QSJ 1521;78
LASH;061543039;SL1;034 QSJ 1527;0
LASH;000021504;SL1;034 QSJ 1512;0
LASH;114651035;SL1;034 QSJ 1528;0
LASH;002296578;SL1;034 QSJ 1517;0
LASH;02576523X;SL1;034 QSJ 1526;0
LASH;002296624;SL1;034 QSJ 1522;0
LASH;00255142X;SL1;034 QSJ 1541;0
LASH;005353408;SL1;034 QSJ 1546;0
LASH;002296535;SL1;034 QSJ 1513;0
LASH;083893180;SL1;034 QSJ 1536;0
LASH;061543039;SL1;034 QSJ 1527;0
LASH;045219850;SL1;034 QSJ 1538;0
LASH;002768984;SL1;034 QSJ 1515;0
LASH;133494438;SL1;034 QSJ 1530;0
LASH;045219850;SL1;034 QSJ 1539;0
LASH;002296829;SL1;034 QSJ 1543;0
LASH;002296721;SL1;034 QSJ 1533;0
LASH;003201252;SL1;034 QSJ 1539;0
LASH;133494438;SL1;034 QSJ 1530;0
LASH;114651035;SL1;034 QSJ 1528;0
LASH;00814690X;SL1;034 QSJ 1536;0
LASH;114651035;SL1;034 QSJ 1528;0
LASH;00814690X;SL1;034 QSJ 1536;0
LASH;002527014;SL1;034 QSJ 1557;0
LASH;002296853;SL1;034 QSJ 1546;0
LASH;002296950;SL1;034 QSJ 1557;0
LASH;002411865;SL1;034 QSJ 1553;0
LASH;002296853;SL1;034 QSJ 1546;0
LASH;008181500;SL1;034 QSJ 1566;0
LASH;045282137;SL1;034 QSJ 1569;0
LASH;00226501X;SL1;034 QSJ 1566;0
LASH;05218837X;SL1;034 QSJ 1552;0
LASH;008181500;SL1;034 QSJ 1566;0
LASH;045185824;SL1;034 QSJ 1547;0
LASH;000071412;SL1;034 QSJ 1569;0
LASH;00814690X;SL1;034 QSJ 1536;0
LASH;009020160;SL1;034 QSJ 1552;0
LASH;045282137;SL1;034 QSJ 1569;0
LASH;003590925;SL1;034 QSJ 1528;0
LASH;008181500;SL1;034 QSJ 1566;0
LASH;083893180;SL1;034 QSJ 1536;0
LASH;045185824;SL1;034 QSJ 1547;0
LASH;008181500;SL1;034 QSJ 1566;0
LASH;004430638;SL1;034 QSJ 1597;0
LASH;004430638;SL1;034 QSJ 1597;0
LASH;000039926;SL1;034 QSJ 1576;0
LASH;000072036;SL1;034 QSJ 1598;0
LASH;000046140;SL1;034 QSJ 1575;0
LASH;000249629;SL1;034 QSJ 1583;0
LASH;069761868;SL1;034 QSJ 157;0
LASH;005858844;SL1;034 QSJ 1584;0
LASH;000072230;SL1;034 QSJ 1585;0
LASH;003095010;SL1;034 QSJ 1584;0
LASH;006791344;SL1;034 QSJ 1613;0
LASH;008992177;SL1;034 QSJ 1605;0
LASH;000097438;SL1;034 QSJ 1613;0
LASH;000811068;SL1;034 QSJ 1601;0
LASH;008992177;SL1;034 QSJ 1605;0
LASH;003918890;SL1;034 QSJ 1633;0
LASH;004112547;SL1;034 QSJ 1623;0
LASH;07032025X;SL1;034 QSJ 1627;0
LASH;009963588;SL1;034 QSJ 160;0
LASH;000027006;SL1;034 QSJ 1627;0
LASH;000351288;SL1;034 QSJ 1630;0
LASH;003779866;SL1;034 QSJ 1593;0
LASH;004430638;SL1;034 QSJ 1597;0
LASH;003781399;SL1;034 QSJ 1634;0
LASH;004031768;SL1;034 QSJ 1575;0
LASH;008992177;SL1;034 QSJ 1605;0
LASH;114255563;SL1;034 QSJ 159;0
LASH;087622793;SL1;034 QSJ 160;0
LASH;004031768;SL1;034 QSJ 1575;0
LASH;045169772;SL1;034 QSJ 162;0
LASH;002354527;SL1;034 QSJ 1639;46
LASH;000122084;SL1;034 QSJ 1639;44
LASH;002942682;SL1;034 QSJ 1642;22
LASH;000550647;SL1;034 QSJ 1637;54
LASH;094164495;SL1;034 QSJ 1645;76
LASH;00359078X;SL1;034 QSJ 1648;52
LASH;005622077;SL1;034 QSJ 1649;5
LASH;105747688;SL1;034 QSJ 1649;36
LASH;001104888;SL1;034 QSJ 1646;17
LASH;00023477X;SL1;034 QSJ 1752;38
LASH;000954462;SL1;034 QSJ 1661;13
LASH;105747688;SL1;034 QSJ 1649;36
LASH;069400016;SL1;034 QSJ 1649;34
LASH;069361096;SL1;034 QSJ 1661;27
LASH;002525542;SL1;034 QSJ 1660;34
LASH;048973653;SL1;034 QSJ 1668;9
LASH;00056463X;SL1;034 QSJ 1660;41
LASH;000615838;SL1;034 QSJ 1671;35
LASH;000615854;SL1;034 QSJ 1668;35
LASH;081343841;SL1;034 QSJ 1666;60
LASH;001152602;SL1;034 QSJ 1686;21
LASH;003594548;SL1;034 QSJ 1682;52
LASH;006038166;SL1;034 QSJ 1656;14
LASH;069361096;SL1;034 QSJ 1661;27
LASH;000130702;SL1;034 QSJ 1656;33
LASH;000194603;SL1;034 QSJ 1697;0
LASH;002957469;SL1;034 QSJ 1694;0
LASH;001152602;SL1;034 QSJ 1686;0
LASH;00865607X;SL1;034 QSJ 1681;0
LASH;000574139;SL1;034 QSJ 1669;0
LASH;000155527;SL1;034 QSJ 1688;0
LASH;004157443;SL1;034 QSJ 1696;0
LASH;101673221;SL1;034 QSJ 167;0
LASH;000615838;SL1;034 QSJ 1671;0
LASH;19385256X;SL1;034 QSJ 1687;0
LASH;004200497;SL1;034 QSJ 1697;0
LASH;001371282;SL1;034 QSJ 1701;0
LASH;002552248;SL1;034 QSJ 1701;0
LASH;011760877;SL1;034 QSJ 1706;0
LASH;000597767;SL1;034 QSJ 1677;0
LASH;048613371;SL1;034 QSJ 1700;0
LASH;013309749;SL1;034 QSJ 1683;0
LASH;129339601;SL1;034 QSJ 1701;0
LASH;004200497;SL1;034 QSJ 1697;0
LASH;048973653;SL1;034 QSJ 1668;0
LASH;048613371;SL1;034 QSJ 1700;0
LASH;000194565;SL1;034 QSJ 1706;0
LASH;013309749;SL1;034 QSJ 1683;0
LASH;00057418X;SL1;034 QSJ 1675;0
LASH;081343841;SL1;034 QSJ 1666;0
LASH;004200497;SL1;034 QSJ 1697;0
LASH;004257111;SL1;034 QSJ 1718;0
LASH;004257111;SL1;034 QSJ 1718;0
LASH;000194387;SL1;034 QSJ 1714;0
LASH;001158805;SL1;034 QSJ 1720;0
LASH;006544789;SL1;034 QSJ 1712;0
LASH;000224707;SL1;034 QSJ 1717;0
LASH;000408522;SL1;034 QSJ 1720;0
LASH;070441820;SL1;034 QSJ 1728;0
LASH;001052179;SL1;034 QSJ 1728;0
LASH;021887586;SL1;034 QSJ 1732;0
LASH;003739384;SL1;034 QSJ 1724;0
LASH;004200101;SL1;034 QSJ 1722;0
LASH;00323603X;SL1;034 QSJ 1738;0
LASH;048514764;SL1;034 QSJ 1738;0
LASH;004200101;SL1;034 QSJ 1722;0
LASH;048514764;SL1;034 QSJ 1738;0
LASH;045273278;SL1;034 QSJ 1734;0
LASH;000219169;SL1;034 QSJ 1736;0
LASH;048514764;SL1;034 QSJ 1738;0
LASH;000459755;SL1;034 QSJ 1736;0
LASH;007348924;SL1;034 QSJ 1714;0
LASH;000963291;SL1;034 QSJ 1734;0
LASH;15954193X;SL1;034 QSJ 1720;0
LASH;007348924;SL1;034 QSJ 1714;0
LASH;045273278;SL1;034 QSJ 1734;0
LASH;000254452;SL1;034 QSJ 1739;0
LASH;000234796;SL1;034 QSJ 1750;0
LASH;000234788;SL1;034 QSJ 1740;0
LASH;000219177;SL1;034 QSJ 1742;0
LASH;009809619;SL1;034 QSJ 1761;0
LASH;048979732;SL1;034 QSJ 176;0
LASH;000234702;SL1;034 QSJ 1753;0
LASH;000234702;SL1;034 QSJ 1753;0
LASH;003780422;SL1;034 QSJ 1752;0
LASH;003780422;SL1;034 QSJ 1752;0
LASH;00026332X;SL1;034 QSJ 1746;0
LASH;004353331;SL1;034 QSJ 1756;0
LASH;000219177;SL1;034 QSJ 1742;0
LASH;000234826;SL1;034 QSJ 1745;0
LASH;000254444;SL1;034 QSJ 1755;0
LASH;076731650;SL1;034 QSJ 1761;0
LASH;076731650;SL1;034 QSJ 1761;0
LASH;000257699;SL1;034 QSJ 1761;0
LASH;066843308;SL1;034 QSJ 1763;14
LASH;066843308;SL1;034 QSJ 1763;14
LASH;066843308;SL1;034 QSJ 1763;14
LASH;076731650;SL1;034 QSJ 1761;61
LASH;003857751;SL1;034 QSJ 1816;86
LASH;000244662;SL1;034 QSJ 1765;0
LASH;000329118;SL1;034 QSJ 1782;31
LASH;000298344;SL1;034 QSJ 1793;42
LASH;045227578;SL1;034 QSJ 1778;41
LASH;059916427;SL1;034 QSJ 1768;46
LASH;002490420;SL1;034 QSJ 1887;12
LASH;004582020;SL1;034 QSJ 1786;39
LASH;002809540;SL1;034 QSJ 1785;40
LASH;045219826;SL1;034 QSJ 1791;64
LASH;002611473;SL1;034 QSJ 1780;47
LASH;000280968;SL1;034 QSJ 1765;38
LASH;080844243;SL1;034 QSJ 1889;45
LASH;058464204;SL1;034 QSJ 1889;11
LASH;136528155;SL1;034 QSJ 1888;34
LASH;080844243;SL1;034 QSJ 1889;45
LASH;136528155;SL1;034 QSJ 1888;34
LASH;058464204;SL1;034 QSJ 1889;11
LASH;002937948;SL1;034 QSJ 1890;23
LASH;000500860;SL1;034 QSJ 1891;30
LASH;080844243;SL1;034 QSJ 1889;45
LASH;000421197;SL1;034 QSJ 1894;37
LASH;045310939;SL1;034 QSJ 1896;15
LASH;045310939;SL1;034 QSJ 1896;15
LASH;000404586;SL1;034 QSJ 1893;20
LASH;000402478;SL1;034 QSJ 1897;33
LASH;000402478;SL1;034 QSJ 1897;33
LASH;05815194X;SL1;034 QSJ 1898;12
LASH;000402508;SL1;034 QSJ 1899;43
LASH;000976008;SL1;034 QSJ 1898;16
LASH;000328979;SL1;034 QSJ 1795;41
LASH;045227578;SL1;034 QSJ 1778;41
LASH;003596516;SL1;034 QSJ 1798;26
LASH;045219826;SL1;034 QSJ 1791;64
LASH;004582020;SL1;034 QSJ 1786;39
LASH;008935637;SL1;034 QSJ 1904;8
LASH;00735794X;SL1;034 QSJ 1909;22
LASH;000465151;SL1;034 QSJ 1907;41
LASH;001069756;SL1;034 QSJ 1906;26
LASH;000407909;SL1;034 QSJ 1902;50
LASH;00735794X;SL1;034 QSJ 1909;22
LASH;000407879;SL1;034 QSJ 1912;29
LASH;000421189;SL1;034 QSJ 1906;42
LASH;000404217;SL1;034 QSJ 1909;31
LASH;000840416;SL1;034 QSJ 190;60
LASH;000407879;SL1;034 QSJ 1912;29
LASH;000421154;SL1;034 QSJ 1917;18
LASH;000424536;SL1;034 QSJ 1919;53
LASH;000404578;SL1;034 QSJ 1913;39
LASH;000426032;SL1;034 QSJ 1918;41
LASH;00042210X;SL1;034 QSJ 1922;50
LASH;000423564;SL1;034 QSJ 1929;51
LASH;000745626;SL1;034 QSJ 1928;21
LASH;000429937;SL1;034 QSJ 1935;39
LASH;000421073;SL1;034 QSJ 1934;57
LASH;000424536;SL1;034 QSJ 1919;53
LASH;000407968;SL1;034 QSJ 1927;42
LASH;094242771;SL1;034 QSJ 1936;39
LASH;000458368;SL1;034 QSJ 1938;39
LASH;000405302;SL1;034 QSJ 1928;34
LASH;055758479;SL1;034 QSJ 1939;33
LASH;055758479;SL1;034 QSJ 1939;33
LASH;000457671;SL1;034 QSJ 1944;45
LASH;004114299;SL1;034 QSJ 1940;23
LASH;004114299;SL1;034 QSJ 1940;23
LASH;001511025;SL1;034 QSJ 1911;7
LASH;00359212X;SL1;034 QSJ 1950;20
LASH;000457612;SL1;034 QSJ 1945;58
LASH;000456217;SL1;034 QSJ 1956;21
LASH;000514535;SL1;034 QSJ 1947;24
LASH;000457795;SL1;034 QSJ 1955;42
LASH;000298433;SL1;034 QSJ 1794;32
LASH;140098690;SL1;034 QSJ 1795;68
LASH;000328960;SL1;034 QSJ 1798;34
LASH;110621360;SL1;034 QSJ 1795;45
LASH;000280984;SL1;034 QSJ 1767;46
LASH;001159070;SL1;034 QSJ 1949;15
LASH;061201677;SL1;034 QSJ 1952;16
LASH;127468609;SL1;034 QSJ 1956;35
LASH;048920479;SL1;034 QSJ 1953;89
LASH;061201677;SL1;034 QSJ 1952;16
LASH;094242771;SL1;034 QSJ 1936;39
LASH;000463426;SL1;034 QSJ 1924;55
LASH;004531639;SL1;034 QSJ 1923;11
LASH;061389773;SL1;034 QSJ 1936;20
LASH;003358011;SL1;034 QSJ 1956;20
LASH;000424900;SL1;034 QSJ 1953;49
LASH;066153409;SL1;034 QSJ 196;6
LASH;000459518;SL1;034 QSJ 1957;38
LASH;123777992;SL1;034 QSJ 1957;83
LASH;123777992;SL1;034 QSJ 1957;83
LASH;000424889;SL1;034 QSJ 1958;53
LASH;000163966;SL1;034 QSJ 1795;0
LASH;140098690;SL1;034 QSJ 1795;0
LASH;04904849X;SL1;034 QSJ 1805;0
LASH;003780430;SL1;034 QSJ 1806;0
LASH;013090038;SL1;034 QSJ 1805;0
LASH;04904849X;SL1;034 QSJ 1805;0
LASH;000350109;SL1;034 QSJ 1799;0
LASH;002509601;SL1;034 QSJ 1820;0
LASH;000350141;SL1;034 QSJ 1811;0
LASH;000350125;SL1;034 QSJ 1812;0
LASH;068690010;SL1;034 QSJ 1808;0
LASH;071457747;SL1;034 QSJ 18;0
LASH;045282056;SL1;034 QSJ 1804;0
LASH;071457747;SL1;034 QSJ 18;0
LASH;000506583;SL1;034 QSJ 1823;0
LASH;000328987;SL1;034 QSJ 1809;0
LASH;000351830;SL1;034 QSJ 1830;0
LASH;045185018;SL1;034 QSJ 1823;0
LASH;048957070;SL1;034 QSJ 1842;0
LASH;059746386;SL1;034 QSJ 1834;0
LASH;059746386;SL1;034 QSJ 1834;0
LASH;059746386;SL1;034 QSJ 1834;0
LASH;045185018;SL1;034 QSJ 1823;0
LASH;000350214;SL1;034 QSJ 1839;0
LASH;003352331;SL1;034 QSJ 1843;0
LASH;000502065;SL1;034 QSJ 1849;0
LASH;048957070;SL1;034 QSJ 1842;0
LASH;054208750;SL1;034 QSJ 1850;0
LASH;007835620;SL1;034 QSJ 1848;0
LASH;000547417;SL1;034 QSJ 1850;0
LASH;000338451;SL1;034 QSJ 1848;0
LASH;000350095;SL1;034 QSJ 1816;0
LASH;000507539;SL1;034 QSJ 1843;0
LASH;000350230;SL1;034 QSJ 1818;0
LASH;00033930X;SL1;034 QSJ 1841;0
LASH;137995636;SL1;034 QSJ 185;0
LASH;045282188;SL1;034 QSJ 1859;0
LASH;102286213;SL1;034 QSJ 1854;0
LASH;000836885;SL1;034 QSJ 1856;0
LASH;000332046;SL1;034 QSJ 1852;0
LASH;054208750;SL1;034 QSJ 1850;0
LASH;000332062;SL1;034 QSJ 1856;0
LASH;000355259;SL1;034 QSJ 1862;0
LASH;045282595;SL1;034 QSJ 1873;0
LASH;002818485;SL1;034 QSJ 1871;0
LASH;003780376;SL1;034 QSJ 1865;0
LASH;000332054;SL1;034 QSJ 1867;0
LASH;000497991;SL1;034 QSJ 1870;0
LASH;060970464;SL1;034 QSJ 187;0
LASH;001147293;SL1;034 QSJ 1875;0
LASH;000354252;SL1;034 QSJ 1877;0
LASH;076102394;SL1;034 QSJ 1879;0
LASH;076102394;SL1;034 QSJ 1879;0
LASH;060150696;SL1;034 QSJ 1879;0
LASH;055237134;SL1;034 QSJ 1882;0
LASH;076102394;SL1;034 QSJ 1879;0
LASH;055237134;SL1;034 QSJ 1882;0
LASH;002835142;SL1;034 QSJ 1882;0
LASH;055237134;SL1;034 QSJ 1882;0
LASH;003344215;SL1;034 QSJ 186;0
LASH;003592170;SL1;034 QSJ 1880;0
LASH;003592170;SL1;034 QSJ 1880;0
LASH;060779845;SL1;034 QSJ 1887;0
LASH;012968269;SL1;034 QSJ 1873;0
LASH;003592170;SL1;034 QSJ 1880;0
LASH;045282595;SL1;034 QSJ 1873;0
LASH;060779845;SL1;034 QSJ 1887;0
LASH;045282188;SL1;034 QSJ 1859;0
LASH;000405345;SL1;034 QSJ 1881;0
LASH;045282595;SL1;034 QSJ 1873;0
LASH;004234758;SL1;034 QSJ 1878;0
LASH;000502057;SL1;034 QSJ 1886;0
LASH;002942011;SL1;034 QSJ 196;34
LASH;000457574;SL1;034 QSJ 1965;49
LASH;007186282;SL1;034 QSJ 1964;12
LASH;076066428;SL1;034 QSJ 1966;17
LASH;06877382X;SL1;034 QSJ 1966;46
LASH;076066428;SL1;034 QSJ 1966;17
LASH;000460419;SL1;034 QSJ 1968;40
LASH;000516953;SL1;034 QSJ 1967;61
LASH;010335773;SL1;034 QSJ 1969;24
LASH;000447625;SL1;034 QSJ 1969;38
LASH;006651275;SL1;034 QSJ 1976;3
LASH;002056518;SL1;034 QSJ 1970;30
LASH;003677648;SL1;034 QSJ 1977;60
LASH;000443484;SL1;034 QSJ 1977;28
LASH;000511897;SL1;034 QSJ 1976;15
LASH;000093575;SL1;034 QSJ 1975;0
LASH;010335773;SL1;034 QSJ 1969;24
LASH;04531103X;SL1;034 QSJ 1977;20
LASH;000461768;SL1;034 QSJ 1980;75
LASH;04531103X;SL1;034 QSJ 1977;20
LASH;000093381;SL1;034 QSJ 1969;0
LASH;060359528;SL1;034 QSJ 1981;0
LASH;003779890;SL1;034 QSJ 1983;22
LASH;003779890;SL1;034 QSJ 1983;22
LASH;060359528;SL1;034 QSJ 1981;14
LASH;003779890;SL1;034 QSJ 1983;22
LASH;000517232;SL1;034 QSJ 1982;26
LASH;055260284;SL1;034 QSJ 2127;31
LASH;000526347;SL1;034 QSJ 1998;33
LASH;000533513;SL1;034 QSJ 1991;33
LASH;000465127;SL1;034 QSJ 1984;51
LASH;001064517;SL1;034 QSJ 1995;21
LASH;000462233;SL1;034 QSJ 1993;53
LASH;000533467;SL1;034 QSJ 2009;37
LASH;000465127;SL1;034 QSJ 1984;51
LASH;048174033;SL1;034 QSJ 2006;20
LASH;000458392;SL1;034 QSJ 1985;65
LASH;059298634;SL1;034 QSJ 2006;51
LASH;000465127;SL1;034 QSJ 1984;51
LASH;003890988;SL1;034 QSJ 2006;12
LASH;000546518;SL1;034 QSJ 2008;43
LASH;000708461;SL1;034 QSJ 2057;35
LASH;000512001;SL1;034 QSJ 2000;70
LASH;000533726;SL1;034 QSJ 2005;51
LASH;000533718;SL1;034 QSJ 2003;37
LASH;000703362;SL1;034 QSJ 2015;53
LASH;000547395;SL1;034 QSJ 2010;60
LASH;000694754;SL1;034 QSJ 2014;43
LASH;000546550;SL1;034 QSJ 2027;0
LASH;000244624;SL1;034 QSJ 203;0
LASH;000687146;SL1;034 QSJ 2030;0
LASH;000703311;SL1;034 QSJ 2040;0
LASH;003909557;SL1;034 QSJ 2028;0
LASH;00070332X;SL1;034 QSJ 2024;0
LASH;002581361;SL1;034 QSJ 2038;0
LASH;070332711;SL1;034 QSJ 2022;0
LASH;000686557;SL1;034 QSJ 2039;0
LASH;000726842;SL1;034 QSJ 2025;0
LASH;000703338;SL1;034 QSJ 2034;0
LASH;003908895;SL1;034 QSJ 2021;0
LASH;000703346;SL1;034 QSJ 2041;0
LASH;002373564;SL1;034 QSJ 2039;0
LASH;003866866;SL1;034 QSJ 2040;0
LASH;000703214;SL1;034 QSJ 2048;0
LASH;000708585;SL1;034 QSJ 2056;0
LASH;056434014;SL1;034 QSJ 2042;0
LASH;003596419;SL1;034 QSJ 2043;0
LASH;001184261;SL1;034 QSJ 2057;0
LASH;000694800;SL1;034 QSJ 2042;0
LASH;000843830;SL1;034 QSJ 2042;0
LASH;00065096X;SL1;034 QSJ 2046;0
LASH;000245077;SL1;034 QSJ 2042;0
LASH;003596419;SL1;034 QSJ 2043;0
LASH;003596419;SL1;034 QSJ 2043;0
LASH;001184261;SL1;034 QSJ 2057;0
LASH;000722545;SL1;034 QSJ 2062;0
LASH;000245077;SL1;034 QSJ 2042;0
LASH;000711845;SL1;034 QSJ 2049;0
LASH;000722545;SL1;034 QSJ 2062;0
LASH;000633011;SL1;034 QSJ 2051;0
LASH;117797413;SL1;034 QSJ 2058;0
LASH;000093543;SL1;034 QSJ 2074;0
LASH;117797413;SL1;034 QSJ 2058;0
LASH;007357990;SL1;034 QSJ 2087;0
LASH;002675900;SL1;034 QSJ 2065;0
LASH;000711888;SL1;034 QSJ 2066;0
LASH;000638021;SL1;034 QSJ 2083;0
LASH;122013387;SL1;034 QSJ 2110;0
LASH;004441281;SL1;034 QSJ 2110;0
LASH;005212855;SL1;034 QSJ 2089;0
LASH;000643076;SL1;034 QSJ 2107;0
LASH;000093543;SL1;034 QSJ 2074;0
LASH;000738239;SL1;034 QSJ 2112;0
LASH;002374080;SL1;034 QSJ 2095;0
LASH;000626252;SL1;034 QSJ 2072;0
LASH;000684287;SL1;034 QSJ 2118;0
LASH;000737569;SL1;034 QSJ 2105;0
LASH;002938693;SL1;034 QSJ 2087;0
LASH;00064434X;SL1;034 QSJ 2080;0
LASH;00046175X;SL1;034 QSJ 211;0
LASH;07522433X;SL1;034 QSJ 2111;0
LASH;004423372;SL1;034 QSJ 2067;0
LASH;003918629;SL1;034 QSJ 2120;0
LASH;09048424X;SL1;034 QSJ 2087;0
LASH;122013387;SL1;034 QSJ 2110;0
LASH;00067138X;SL1;034 QSJ 2091;0
LASH;004421760;SL1;034 QSJ 2109;0
LASH;000629464;SL1;034 QSJ 2075;0
LASH;000736953;SL1;034 QSJ 2119;0
LASH;000671029;SL1;034 QSJ 2113;0
LASH;000677337;SL1;034 QSJ 2120;0
LASH;000745952;SL1;034 QSJ 2122;0
LASH;003591042;SL1;034 QSJ 2092;0
LASH;000655864;SL1;034 QSJ 2099;0
LASH;000636878;SL1;034 QSJ 2078;0
LASH;002526050;SL1;034 QSJ 2111;0
LASH;000747211;SL1;034 QSJ 2125;0
LASH;055260284;SL1;034 QSJ 2127;0
LASH;055260284;SL1;034 QSJ 2127;0
LASH;137034946;SL1;034 QSJ 2126;0
LASH;01051001X;SL1;034 QSJ 2122;0
LASH;000737739;SL1;034 QSJ 2124;0
LASH;045311307;SL1;034 QSJ 2130;19
LASH;011185562;SL1;034 QSJ 2133;21
LASH;077372328;SL1;034 QSJ 2133;64
LASH;087621738;SL1;034 QSJ 2129;76
LASH;011185562;SL1;034 QSJ 2133;21
LASH;077372328;SL1;034 QSJ 2133;64
LASH;000680338;SL1;034 QSJ 2136;25
LASH;140097236;SL1;034 QSJ 2134;34
LASH;061093726;SL1;034 QSJ 2136;43
LASH;000740314;SL1;034 QSJ 2135;65
LASH;000739375;SL1;034 QSJ 2144;23
LASH;00073795X;SL1;034 QSJ 2140;51
LASH;000736252;SL1;034 QSJ 2143;33
LASH;059298022;SL1;034 QSJ 2144;20
LASH;003293769;SL1;034 QSJ 2137;72
LASH;049137344;SL1;034 QSJ 2149;27
LASH;000768057;SL1;034 QSJ 2152;60
LASH;00076177X;SL1;034 QSJ 2151;53
LASH;000763047;SL1;034 QSJ 2154;52
LASH;002940914;SL1;034 QSJ 2144;14
LASH;005222192;SL1;034 QSJ 2149;16
LASH;000761435;SL1;034 QSJ 2147;35
LASH;00320135X;SL1;034 QSJ 2147;27
LASH;000783714;SL1;034 QSJ 2153;59
LASH;000759732;SL1;034 QSJ 2148;0
LASH;133492222;SL1;034 QSJ 2158;0
LASH;004051440;SL1;034 QSJ 2155;0
LASH;133492222;SL1;034 QSJ 2158;0
LASH;00400664X;SL1;034 QSJ 2142;0
LASH;000748749;SL1;034 QSJ 2158;0
LASH;000764884;SL1;034 QSJ 2145;0
LASH;133492222;SL1;034 QSJ 2158;0
LASH;049137344;SL1;034 QSJ 2149;0
LASH;000759511;SL1;034 QSJ 2165;0
LASH;070266026;SL1;034 QSJ 216;0
LASH;003780856;SL1;034 QSJ 2156;0
LASH;000783137;SL1;034 QSJ 2163;0
LASH;000736678;SL1;034 QSJ 2142;0
LASH;000768502;SL1;034 QSJ 2174;0
LASH;000839728;SL1;034 QSJ 2169;0
LASH;00080438X;SL1;034 QSJ 2184;0
LASH;000783110;SL1;034 QSJ 2181;0
LASH;000786098;SL1;034 QSJ 2176;0
LASH;004368878;SL1;034 QSJ 2182;0
LASH;000761745;SL1;034 QSJ 2183;0
LASH;035815388;SL1;034 QSJ 2197;0
LASH;005713986;SL1;034 QSJ 2187;0
LASH;001054090;SL1;034 QSJ 2191;0
LASH;005713986;SL1;034 QSJ 2187;0
LASH;000768502;SL1;034 QSJ 2174;0
LASH;045311250;SL1;034 QSJ 2143;0
LASH;00320135X;SL1;034 QSJ 2147;0
LASH;046293825;SL1;034 QSJ 2187;0
LASH;00400664X;SL1;034 QSJ 2142;0
LASH;000761761;SL1;034 QSJ 2156;0
LASH;000857599;SL1;034 QSJ 2172;0
LASH;139009825;SL1;034 QSJ 2149;0
LASH;046293825;SL1;034 QSJ 2187;0
LASH;059298022;SL1;034 QSJ 2144;0
LASH;061776386;SL1;034 QSJ 2209;0
LASH;061096873;SL1;034 QSJ 220;0
LASH;00083663X;SL1;034 QSJ 2207;0
LASH;001054090;SL1;034 QSJ 2191;0
LASH;001051849;SL1;034 QSJ 2203;0
LASH;000783005;SL1;034 QSJ 2189;0
LASH;000245080;SL1;034 QSJ 2218;0
LASH;003596362;SL1;034 QSJ 2213;0
LASH;045951195;SL1;034 QSJ 2218;0
LASH;002957477;SL1;034 QSJ 2199;0
LASH;002957477;SL1;034 QSJ 2199;0
LASH;001193678;SL1;034 QSJ 2222;0
LASH;001193678;SL1;034 QSJ 2222;0
LASH;001048961;SL1;034 QSJ 2218;0
LASH;001047256;SL1;034 QSJ 2223;0
LASH;000959081;SL1;034 QSJ 2220;0
LASH;131292153;SL1;034 QSJ 2229;0
LASH;002265079;SL1;034 QSJ 2222;0
LASH;108903230;SL1;034 QSJ 2209;0
LASH;131292153;SL1;034 QSJ 2229;0
LASH;001048023;SL1;034 QSJ 2200;0
LASH;003293416;SL1;034 QSJ 2212;0
LASH;131292153;SL1;034 QSJ 2229;0
LASH;001048961;SL1;034 QSJ 2218;0
LASH;045296154;SL1;034 QSJ 2227;0
LASH;045296154;SL1;034 QSJ 2227;0
LASH;000948039;SL1;034 QSJ 2221;0
LASH;003293416;SL1;034 QSJ 2212;0
LASH;003909506;SL1;034 QSJ 2217;0
LASH;045268738;SL1;034 QSJ 2230;0
LASH;045268738;SL1;034 QSJ 2230;0
LASH;045951195;SL1;034 QSJ 2218;0
